vehicle,vehicleType,weapon,role,class,asset,projectile,profile,override,rpm,rpmPractical,mv,dmgMax,penMM,mag,mags,reload,moa,power,ceiling,sway,curve,impactPower,innerR,outerR,radialCeiling,expBase,expInner,expOuter,expKill,impactDmg,variants
Emplaced_M252mortar,Emplacement,L15A4 81mm High Explosive,Mortar / barrage,mortar,Emplaced_M252mortar/BP_L16mortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,,3,1,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,1
Emplaced_M252mortar,Emplacement,M821A1 81mm High Explosive,Mortar / barrage,mortar,Emplaced_M252mortar/BP_M252mortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,,3,1,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,1
Emplaced_PP87Mortar,Emplacement,Type 87 82mm High Explosive,Mortar / barrage,mortar,Emplaced_PP87Mortar/BP_PP87Mortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,,3,1,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,1
Emplaced_2b14podnosmortar,Emplacement,VO-832DU 82mm High Explosive,Mortar / barrage,mortar,Emplaced_2b14podnosmortar/BP_2b14podnosmortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,,3,1,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,2
Technical2Seater_WPMC,,M821A1 81mm High Explosive,Mortar / barrage,mortar,Technical2Seater_WPMC/Weapons/BP_Technical_M252mortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,0,3,7,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,1
Technical2Seater,,VO-832DU 82mm High Explosive,Mortar / barrage,mortar,Technical2Seater/Weapons/BP_Technical_M1937mortar,BP_Mortarround4,Explosion_Suppression_90mm_Mortar_NoPassby,False,34,34,110,,0,3,7,3.0,50.0,0.0,2.0,,,4.5,1500.0,4500.0,5.0,350.0,0.0,4000.0,,10.0,1
Emplaced_ZiS3_Cannon,Emplacement,76mm Fragmentation,Recoilless / field gun,rr,Emplaced_ZiS3_Cannon/Weapons/BP_ZiS3_Weapon_Frag,BP_Projectile_76mm_Frag,Explosion_Suppression_90mm_Frag,False,600,12,700,1.0,0,1,1,4.933000087738037,3.0,,2.0,,,4.25,1500.0,3000.0,5.0,200.0,200.0,1600.0,0.0,100.0,1
Emplaced_ZiS3_Cannon,Emplacement,76mm High Explosive Anti-Tank,Recoilless / field gun,rr,Emplaced_ZiS3_Cannon/Weapons/BP_ZiS3_Weapon_HEAT,BP_Projectile_76mm_HEAT,Explosion_Suppression_90mm_HEAT,False,600,12,700,,450,1,1,4.933000087738037,3.0,,2.0,,,5.0,850.0,1800.0,4.5,200.0,350.0,1600.0,100.0,1900.0,1
SPG-9 PG-9V HEAT,Emplacement,SPG-9 OG-9V Fragmentation,Recoilless / field gun,rr,Emplaced_SPG9/BP_EmplacedSPG9_Frag,BP_SPG9_og9v_Frag_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,706,10,315,100.0,5,1,1,6.199999809265137,3.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,200.0,200.0,1600.0,,100.0,2
SPG-9 PG-9V HEAT,Emplacement,SPG-9 PG-9V HEAT,Recoilless / field gun,rr,Emplaced_SPG9/BP_EmplacedSPG9,BP_SPG9_pg9v_Heat_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,706,10,435,1800.0,400,1,1,6.199999809265137,3.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,100.0,200.0,800.0,,1800.0,2
BMD-1M,IFVTracked,OG-15V Fragmentation,Recoilless / field gun,rr,BMD-1M/Weapons/BP_BMD1M_2A28_Frag,BP_SPG9_og9v_Frag_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,706,8,290,1800.0,5,1,16,7.5,3.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,200.0,200.0,1600.0,,100.0,2
BMD-1M,IFVTracked,PG-15V High Explosive Anti-Tank,Recoilless / field gun,rr,BMD-1M/Weapons/BP_BMD1M_2A28_HEAT,BP_SPG9_pg9v_Heat_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,706,8,435,1800.0,400,1,24,7.5,3.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,100.0,200.0,800.0,,1800.0,2
Technical,JeepAntiTank,SPG-9 OG-9V Fragmentation,Recoilless / field gun,rr,Technical/Weapons/BP_SPG9_Frag,BP_SPG9_og9v_Frag_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,706,8,315,100.0,5,1,8,7.079999923706055,1.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,200.0,200.0,1600.0,,100.0,1
Technical,JeepAntiTank,SPG-9 PG-9V HEAT,Recoilless / field gun,rr,Technical/Weapons/BP_SPG9,BP_SPG9_pg9v_Heat_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,706,8,435,1800.0,400,1,8,7.079999923706055,3.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,100.0,200.0,800.0,,1800.0,1
Technical2Seater,,OG-15V Fragmentation,Recoilless / field gun,rr,Technical2Seater/Weapons/BP_Technical_BMP1_2A28_Frag,BP_SPG9_og9v_Frag_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,706,8,290,1800.0,5,1,8,7.5,3.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,200.0,200.0,1600.0,,100.0,1
Technical2Seater,,PG-15V High Explosive Anti-Tank,Recoilless / field gun,rr,Technical2Seater/Weapons/BP_Technical_BMP1_2A28_HEAT,BP_SPG9_pg9v_Heat_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,706,8,435,1800.0,400,1,12,7.5,3.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,100.0,200.0,800.0,,1800.0,1
UB-32 S5 Rockets,Emplacement,UB-32 S5 Rockets,Rocket,rocket,Emplaced_UB32_RocketArtillery/BP_EmplacedUB32,BP_S5_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,600,600,300,250.0,130,32,1,76.30000305175781,300.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,,,1800.0,,250.0,1
CH146,Helicopter,Hydra-70 Rockets,Rocket,rocket,CH146/Weapons/Hydra/BP_CH146_Hydra,BP_Hydra70_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,240,240,739,700.0,400,38,1,6.599999904632568,12.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,300.0,200.0,600.0,,1200.0,2
UH60M,Helicopter,Hydra-70 Rockets,Rocket,rocket,UH60M/Weapons/BP_HydraRockets,BP_Hydra70_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,200,200,739,250.0,145,9999,1,6.599999904632568,100.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,300.0,200.0,600.0,,1200.0,1
Loach_CAS_WPMC,Helicopter,M151 HEDP,Rocket,rocket,Loach_CAS_WPMC/Weapons/BP_Hydra_Loach_Dual_Generic,BP_Hydra70_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,600,600,739,700.0,400,14,1,6.599999904632568,150.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,300.0,200.0,600.0,,1200.0,7
MI8,Helicopter,S-5 Rockets,Rocket,rocket,MI8/Weapons/BP_S5Rockets,BP_S5_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,200,200,739,250.0,130,126,1,6.599999904632568,100.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,,,1800.0,,250.0,1
Z8J,Helicopter,Type-57 Rockets,Rocket,rocket,Z8J/Weapons/BP_Type57_Z8J,BP_Type57_Proj2,Explosion_Suppression_120mm_HEAT_NoPassby,False,480,480,300,250.0,130,36,1,6.599999904632568,300.0,0.0,2.0,,,4.5,1687.5,2400.0,5.0,,,1800.0,,250.0,1
BRDM-2,Jeep,S5 Rockets,Rocket,rocket,BRDM-2/Weapons/BP_BRDM2_GFI_UB32,BP_S5_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,600,600,300,250.0,130,32,1,6.599999904632568,300.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,,,1800.0,,250.0,3
Technical,JeepAntiTank,S5 Rockets,Rocket,rocket,Technical/Weapons/BP_UB32,BP_S5_Proj2,Explosion_Suppression_90mm_Frag_NoPassby,False,600,600,300,250.0,130,32,2,6.599999904632568,300.0,0.0,2.0,,,4.25,1500.0,3000.0,5.0,,,1800.0,,250.0,1
Kraz-6322_BM21Grad,TruckTransport,9M22U 122mm Rocket,Rocket,rocket,Kraz-6322_BM21Grad/Weapons/BP_BM21Grad_Weapon_AFU_Kraz,BP_BM21_Rocket_Proj2,Explosion_Suppression_120mm_Barrage_NoPassby,False,240,240,200,250.0,130,40,1,6.599999904632568,200.0,0.0,2.0,,,5.0,2000.0,7500.0,6.0,250.0,200.0,1000.0,,1200.0,3
BTR80,APC,40mm Smoke Launchers,Smoke,smoke,BTR80/Attachments/BP_BTR80_INS_Smoke_Launcher,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,6
BTR-D,APCTracked,40mm Smoke Launchers,Smoke,smoke,BTR-D/Weapons/BP_Smoke_Launcher_BTRD_Driver,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,2
M1064A3,APCTracked,M929 120mm White Smoke,Smoke,smoke,M1064A3/Weapons/BP_M1064A3_M121mortar_Smoke,BP_Mortarround_SMOKE_120mm,Projectile_SuppressionNone,False,16,16,142,,0,15,1,4.0,40.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Emplaced_ZiS3_Cannon,Emplacement,76mm Smoke,Smoke,smoke,Emplaced_ZiS3_Cannon/Weapons/BP_ZiS3_Weapon_Smoke,BP_Projectile_76mm_Smoke,Explosion_Suppression_Autocannon_HE,False,600,12,700,1.0,0,1,1,4.933000087738037,3.0,,2.0,,,1.5,350.0,,4.0,150.0,200.0,1000.0,0.0,100.0,1
Emplaced_81mmMortar_CAF,Emplacement,81mm Smoke,Smoke,smoke,Emplaced_81mmMortar_CAF/BP_81mmMortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,,3,1,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Emplaced_2b14podnosmortar,Emplacement,D-832DU 82mm Smoke,Smoke,smoke,Emplaced_2b14podnosmortar/BP_2b14podnosmortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,,3,1,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,2
Emplaced_M252mortar,Emplacement,L19A1 81mm Smoke,Smoke,smoke,Emplaced_M252mortar/BP_L16mortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,,3,1,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Emplaced_M252mortar,Emplacement,M819 81mm Smoke,Smoke,smoke,Emplaced_M252mortar/BP_M252mortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,,3,1,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Emplaced_PP87Mortar,Emplacement,Type 87 82mm Smoke,Smoke,smoke,Emplaced_PP87Mortar/BP_PP87Mortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,,3,1,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Loach_CAS_WPMC,Helicopter,M156 Smoke,Smoke,smoke,Loach_CAS_WPMC/Weapons/BP_Hydra_Loach_Small_Smoke_Single_Left,BP_Hydra70_Smoke_Proj2,Explosion_Suppression_90mm_HEAT_NoPassby,False,600,600,739,100.0,0,7,1,6.599999904632568,150.0,0.0,2.0,,,5.0,850.0,1800.0,4.5,0.0,0.0,0.0,,100.0,1
ASLAV,IFV,40mm Smoke Launchers,Smoke,smoke,ASLAV/Weapons/BP_ASLAV_SmokeLauncher,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,5
ACV-15,IFVTracked,40mm Smoke Launchers,Smoke,smoke,ACV-15/Weapons/BP_Smoke_Launcher_ACV15_Driver_Front,BP_VehicleSmoke_Proj_ACV,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,1
BMD-1M,IFVTracked,40mm Smoke Launchers,Smoke,smoke,BMD-1M/Weapons/BP_BMD1M_Smoke_Launcher,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,25
FV510,IFVTracked,40mm Smoke Launchers,Smoke,smoke,FV510/Weapons/BP_Warrior_Smoke_Launcher_Commander,BP_ProjectileBlank,Projectile_SuppressionInfo_Rifle,False,60,60,50,,,2,1,,,0.09000000357627869,1.149999976158142,1.125,FC_SuppressionPower_RIfles,,,,,,,,,,1
BRDM-2,Jeep,40mm Smoke Launchers,Smoke,smoke,BRDM-2/Attachments/BP_BRDM2_Insurgents_Smoke_Launcher,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,13
Technical2Seater,,D-832DU 82mm Smoke,Smoke,smoke,Technical2Seater/Weapons/BP_Technical_M1937mortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,0,3,7,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
Technical2Seater_WPMC,,M819 81mm Smoke,Smoke,smoke,Technical2Seater_WPMC/Weapons/BP_Technical_M252mortar_Smoke,BP_Mortarround_SMOKE2,Projectile_SuppressionNone,False,34,34,110,,0,3,7,3.0,50.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,1
M60T,Tank,120mm Smoke,Smoke,smoke,M60T/Weapons/BP_MG253_Smoke,BP_Projectile_120mm_Smoke,Projectile_Suppression_120mm_AP,False,,8,670,100.0,0,1,5,8.0,1.5,1.5,2.0,5.0,,,,,,150.0,200.0,1000.0,0.0,100.0,1
FV4034,Tank,40mm Smoke Launchers,Smoke,smoke,FV4034/Weapons/BP_Smoke_Launcher_FV4034,BP_VehicleSmoke_Proj,Projectile_SuppressionNone,False,60,60,50,,,2,1,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,60.0,13
M1A2,Tank,40mm Smoke Launchers,Smoke,smoke,M1A2/Weapons/BP_Smoke_Launcher_M1A2_Commander,BP_ProjectileBlank,Projectile_SuppressionInfo_Rifle,False,60,60,50,,,2,1,,,0.09000000357627869,1.149999976158142,1.125,FC_SuppressionPower_RIfles,,,,,,,,,,8
FV4034,Tank,L34 120mm Smoke,Smoke,smoke,FV4034/Weapons/BP_L30A1_Smoke,BP_Projectile_120mm_Smoke,Projectile_Suppression_120mm_AP,False,,8,670,100.0,0,1,6,8.0,1.5,1.5,2.0,5.0,,,,,,150.0,200.0,1000.0,0.0,100.0,1
M1128_MGS,Tank,M416 105mm White Phosphorus,Smoke,smoke,M1128_MGS/Weapons/BP_M68A2_Smoke,BP_Projectile_120mm_Smoke,Projectile_Suppression_120mm_AP,False,,10,1100,1900.0,400,1,2,6.0,1.5,1.5,2.0,5.0,,,,,,150.0,200.0,1000.0,0.0,100.0,1
BMD-4M,IFVTracked,3UOF19 100mm High-Explosive Fragmentation,Tank main gun,tankhe,BMD-4M/Weapons/BP_BMD4M_2A70_HEFrag,BP_Projectile_100mm_Frag,Explosion_Suppression_120mm_Frag,False,,12,355,1900.0,450,1,22,5.0,1.600000023841858,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,2
ZTD05,IFVTracked,DTB-02 105mm Fragmentation,Tank main gun,tankhe,ZTD05/Weapons/BP_ZTD05_ZPL-98A_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,7,730,200.0,10,1,20,9.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,1
ZBD04A,IFVTracked,DTB02-100 100mm High-Explosive Fragmentation,Tank main gun,tankhe,ZBD04A/Weapons/BP_ZBD04A_2A70_HEFrag,BP_Projectile_100mm_Frag,Explosion_Suppression_120mm_Frag,False,,12,355,1900.0,450,1,22,5.0,1.600000023841858,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,1
ZTD05,IFVTracked,DTC-02 105mm Armor-Piercing Sabot,Tank main gun,tankap,ZTD05/Weapons/BP_ZTD05_ZPL-98A_AP,BP_Projectile_105mm_AP,Projectile_Suppression_90mm_AP,False,,7,1110,,550,1,12,9.0,1.5,,2.0,5.0,,,,,,,,,,,1
ZTD05,IFVTracked,DTP-04 105mm High Explosive Anti-Tank,Tank main gun,tankheat,ZTD05/Weapons/BP_ZTD05_ZPL-98A_HEAT,BP_Projectile_115mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,7,730,1900.0,450,1,8,9.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,1
Shared_Vehicle_Weapons,,Generic Tank Cannon,Tank main gun,tankap,Shared_Vehicle_Weapons/BP_TankGun,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1100,,800,1,20,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
T64_BM2,Tank,3BK18M 125mm High Explosive Anti-Tank,Tank main gun,tankheat,T64_BM2/Weapons/BP_KBA3_HEAT,BP_Projectile_125mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,1100,1900.0,500,1,10,8.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,2
Sprut-SDM1,Tank,3BK29M 125mm High Explosive Anti-Tank,Tank main gun,tankheat,Sprut-SDM1/Weapons/BP_2A45_HEAT,BP_Projectile_125mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,1100,1900.0,500,1,6,8.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,3
T62,Tank,3BM-4 115mm Armor-Piercing Sabot,Tank main gun,tankap,T62/Weapons/BP_2A20_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,7,1300,,550,1,12,9.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
T72A,Tank,3BM32 125mm Armor-Piercing Sabot,Tank main gun,tankap,T72A/Weapons/BP_2A46_T72A_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1300,,800,1,16,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
T64_BM2,Tank,3BM42 125mm Armor-Piercing Sabot,Tank main gun,tankap,T64_BM2/Weapons/BP_KBA3_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1300,,800,1,20,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
Sprut-SDM1,Tank,3BM60 125mm Armor-Piercing Sabot,Tank main gun,tankap,Sprut-SDM1/Weapons/BP_2A45_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1300,,800,1,14,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,3
T64_BM2,Tank,3OF26 125mm Fragmentation,Tank main gun,tankhe,T64_BM2/Weapons/BP_KBA3_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,8,1100,200.0,10,1,7,8.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,2
Sprut-SDM1,Tank,3OF82 125mm Fragmentation,Tank main gun,tankhe,Sprut-SDM1/Weapons/BP_2A45_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,8,1100,200.0,10,1,14,8.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,3
T62,Tank,BK-4M 115mm High Explosive Anti-Tank,Tank main gun,tankheat,T62/Weapons/BP_2A20_HEAT,BP_Projectile_115mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,7,1100,1900.0,450,1,8,9.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,1
T72AV,Tank,BK18M 125mm High Explosive Anti-Tank,Tank main gun,tankheat,T72AV/Weapons/BP_2A46_T72S_HEAT,BP_Projectile_125mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,1100,1900.0,500,1,12,8.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,1
T72AV,Tank,BM32 125mm Armor-Piercing Sabot,Tank main gun,tankap,T72AV/Weapons/BP_2A46_T72S_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1300,,800,1,16,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
Leopard2,Tank,DM12 120mm High Explosive Anti-Tank,Tank main gun,tankheat,Leopard2/Weapons/BP_L55_HEAT,BP_Projectile_120mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,1100,1900.0,400,1,21,8.0,1.2000000476837158,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,700.0,2000.0,200.0,1900.0,1
Leopard2,Tank,DM53 120mm Armor-Piercing Sabot,Tank main gun,tankap,Leopard2/Weapons/BP_L55_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,8,1200,,800,1,21,8.0,1.2000000476837158,1.5,2.0,5.0,,,,,,,,,,,1
ZTZ99,Tank,DTB12-125 125mm High Explosive,Tank main gun,tankhe,ZTZ99/Weapons/BP_ZPT-98_HE,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,8,1100,200.0,10,1,12,8.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,1
ZTZ99,Tank,DTC10-125 125mm Armor-Piercing Sabot,Tank main gun,tankap,ZTZ99/Weapons/BP_ZPT-98_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,,8,1300,,800,1,15,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
ZTZ99,Tank,DTP10-125 125mm High Explosive Anti-Tank,Tank main gun,tankheat,ZTZ99/Weapons/BP_ZPT-98_HEAT,BP_Projectile_125mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,1100,1900.0,500,1,12,8.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,350.0,1600.0,100.0,1900.0,1
AUS_M1A1,Tank,KEW-A2 120mm Armor-Piercing Sabot,Tank main gun,tankap,AUS_M1A1/Weapons/BP_M256A1_AP_ADF,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,9,1200,,800,1,21,6.5,1.5,1.5,2.0,5.0,,,,,,,,,,,1
FV4034,Tank,L27A1 CHARM 120mm Armor-Piercing Sabot,Tank main gun,tankap,FV4034/Weapons/BP_L30A1_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,8,1500,,800,1,25,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
FV4034,Tank,L31A7 120mm High Explosive Squash Head,Tank main gun,tankheat,FV4034/Weapons/BP_L30A1_HESH,BP_Projectile_120mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,8,670,1900.0,400,1,16,8.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,700.0,2000.0,200.0,1900.0,1
M60T,Tank,M322 120mm Armor-Piercing Sabot,Tank main gun,tankap,M60T/Weapons/BP_MG253_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,8,1200,,800,1,21,8.0,1.5,1.5,2.0,5.0,,,,,,,,,,,2
M60T,Tank,M339 120mm High Explosive,Tank main gun,tankhe,M60T/Weapons/BP_MG253_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,60,8,1100,200.0,10,1,20,8.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,2
M1128_MGS,Tank,M393A3 105mm High Explosive Squash Head,Tank main gun,tankheat,M1128_MGS/Weapons/BP_M68A2_HESH,BP_Projectile_120mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,10,1100,1900.0,400,1,8,6.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,700.0,2000.0,200.0,1900.0,1
M1128_MGS,Tank,M456A2 105mm High Explosive Anti-Tank,Tank main gun,tankheat,M1128_MGS/Weapons/BP_M68A2_HEAT,BP_Projectile_120mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,10,1100,1900.0,400,1,10,6.0,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,700.0,2000.0,200.0,1900.0,1
M1A2,Tank,M829A4 120mm Armor-Piercing Sabot,Tank main gun,tankap,M1A2/Weapons/BP_M256A1_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,9,1200,,800,1,21,6.5,1.5,1.5,2.0,5.0,,,,,,,,,,,1
M1A2,Tank,M830A1 120mm High Explosive Anti-Tank,Tank main gun,tankheat,M1A2/Weapons/BP_M256A1_HEAT,BP_Projectile_120mm_HEAT,Explosion_Suppression_120mm_HEAT,False,,9,1100,1900.0,400,1,21,6.5,1.5,1.5,2.0,,,4.5,1687.5,2400.0,5.0,200.0,700.0,2000.0,200.0,1900.0,1
M1128_MGS,Tank,M900 105mm Armor-Piercing Sabot,Tank main gun,tankap,M1128_MGS/Weapons/BP_M68A2_AP,BP_Projectile_120mm_AP,Projectile_Suppression_120mm_AP,False,60,10,1500,,800,1,6,6.0,1.5,1.5,2.0,5.0,,,,,,,,,,,1
T62,Tank,OF-11 115mm Fragmentation,Tank main gun,tankhe,T62/Weapons/BP_2A20_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,7,1100,200.0,10,1,20,9.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,1
T72AV,Tank,OF26 125mm Fragmentation,Tank main gun,tankhe,T72AV/Weapons/BP_2A46_T72S_Frag,BP_Projectile_125mm_Frag,Explosion_Suppression_120mm_Frag,False,,8,1100,200.0,10,1,22,8.0,1.5,1.5,2.0,,,5.0,1687.5,5000.0,6.0,300.0,400.0,3500.0,200.0,200.0,1
