weapon,category,fire_mode,rate_rpm,cyclic_rpm,bolt_cycle_s,profile,profile_from_override,projectile,asset,envelope_m,power_1m,power_2m,power_3m,power_4m,ceiling,sway_add,rounds_to_cap_1m,per_second_1m,muzzle_ms,moa,mag,pen_mm,variants,icon_asset
MG3,MMG,auto,1101,1101,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_MG3,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,6.422,820,5.0,120,7,2,mg3
MG3 + Specter,MMG,auto,1101,1101,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_MG3_Specter,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,6.422,820,5.0,120,7,1,mg3_elcan
PKM,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKM,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,5.0,100,7,1,pkm
PKM + 1p29,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKM_1P29,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,5.0,100,7,1,pkm_1p29
PKM + 1p29 + Tracer,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKM_1P29_Tracer,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,5.0,100,7,1,pkm_1p29
PKM + M150,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKM_M150,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,5.0,100,7,1,pkm_M150
PKM + TA31 + Tracer,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKM_M150_Tracer,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,5.0,100,7,1,pkm_M150
PKP Pecheneg,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKP,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,4.0,100,7,1,pkp
PKP Pecheneg + 1P78,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PKP_1P78,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,825,4.0,100,7,1,pkp_1p78
PMT-76,MMG,auto,857,857,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PMT76,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,4.999,853,3.0,75,7,1,mag58
PMT-76 + A940,MMG,auto,857,857,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_PMT76_A940,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,4.999,853,3.0,75,7,1,T_pmt76_a940
QJY-201,MMG,auto,706,706,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/QJY-201/BP_QJY-201_Parent,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,4.118,930,2.5,100,7,2,QJY201
QJY-201 + QMK-203,MMG,auto,706,706,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/QJY-201/BP_QJY-201_Optics,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,4.118,930,2.5,100,7,1,QJY201_Optic
QJY-88,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_QJY-88,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,853,3.0,100,7,1,qjy88
QJY-88 + YMA95,MMG,auto,652,652,,Projectile_Suppression_MMG,yes,BP_Projectile_7_62mm,MachineGuns/BP_QJY-88_Optic,7.0,0.35,0.2553,0.1607,0.1158,1.75,,6.0,3.803,853,3.0,100,7,1,qjy88_scope
AK-40GL Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/MPT76AK40_UGL/BP_MPT76_AK40GL_UGL_Smoke_Blue,,,,,,,,,,70,30.0,1,,2,T_ak40gl_bluesmoke
AK-40GL Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/MPT76AK40_UGL/BP_MPT76_AK40GL_UGL_Smoke_Red,,,,,,,,,,70,30.0,1,,2,T_ak40gl_redsmoke
AK-40GL Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/MPT76AK40_UGL/BP_MPT76_AK40GL_UGL_Smoke,,,,,,,,,,70,30.0,1,,2,T_ak40gl_whitesmoke
GP-25 Smoke (Blue),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Blue_Proj2,GrenadeLaunchers/AKMGP25_UGL/BP_AKMGP25_UGL_Smoke_Blue,,,,,,,,,,76,40.0,1,,10,gp25_bluesmoke
GP-25 Smoke (Red),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Red_Proj2,GrenadeLaunchers/AKMGP25_UGL/BP_AKMGP25_UGL_Smoke_Red,,,,,,,,,,76,40.0,1,,10,gp25_redsmoke
GP-25 Smoke (White),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Proj2,GrenadeLaunchers/AKMGP25_UGL/BP_AKMGP25_UGL_Smoke,,,,,,,,,,76,40.0,1,,13,gp25_whitesmoke
GP-25 Smoke Marker Blue,No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Blue_Proj2,GrenadeLaunchers/AK74GP25_UGL/BP_AK74GP25_1P78_UGL_Smoke_Blue,,,,,,,,,,76,40.0,1,,1,gp25_bluesmoke
GP-25 Smoke Marker Red,No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Red_Proj2,GrenadeLaunchers/AK74GP25_UGL/BP_AK74GP25_1P78_UGL_Smoke_Red,,,,,,,,,,76,40.0,1,,1,gp25_redsmoke
GP-25 Smoke Marker White,No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Proj2,GrenadeLaunchers/AK12GP25_UGL/BP_AK12GP25_UGL_Smoke,,,,,,,,,,76,40.0,1,,2,gp25_whitesmoke
HK79 Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_Optic_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,10,1,hk79_gl_bluesmoke
HK79 Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_Optic_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,10,1,hk79_gl_redsmoke
HK79 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_Optic_UGL_Smoke,,,,,,,,,,76,30.0,1,10,1,hk79_gl_whitesmoke
HK79 Smoke Marker Blue,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,10,1,hk79_gl_bluesmoke
HK79 Smoke Marker Red,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,10,1,hk79_gl_redsmoke
HK79 Smoke Marker White,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/G3A3HK79_UGL/BP_G3A3HK79_UGL_Smoke,,,,,,,,,,76,30.0,1,10,1,hk79_gl_whitesmoke
L123A2 Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_LDS_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,,2,ag36_bluesmoke
L123A2 Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_LDS_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,,2,ag36_redsmoke
L123A2 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_LDS_UGL_Smoke,,,,,,,,,,76,30.0,1,,2,ag36_whitesmoke
L123A2 Smoke Marker Blue,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,,5,ag36_bluesmoke
L123A2 Smoke Marker Red,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,,5,ag36_redsmoke
L123A2 Smoke Marker White,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/L85A2AG36_UGL/BP_L85A2AG36_UGL_Smoke,,,,,,,,,,76,30.0,1,,5,ag36_whitesmoke
M203 Smoke,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/M16A2M203_UGL/BP_M16A2M203_UGL_Smoke,,,,,,,,,,76,30.0,1,10,2,m203_gl_whitesmoke
M203 Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,10,3,m203_gl_bluesmoke
M203 Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,10,3,m203_gl_redsmoke
M203 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_UGL_Smoke,,,,,,,,,,76,30.0,1,10,3,m203_gl_whitesmoke
M203 Smoke Blue,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/M16A2M203_UGL/BP_M16A2M203_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,10,2,m203_gl_bluesmoke
M203 Smoke Marker Blue,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_M68_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,,4,m203_gl_bluesmoke
M203 Smoke Marker Red,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_M68_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,,4,m203_gl_redsmoke
M203 Smoke Marker White,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/M4M203_UGL/BP_M4M203_M68_UGL_Smoke,,,,,,,,,,76,30.0,1,,4,m203_gl_whitesmoke
M203 Smoke Red,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/M16A2M203_UGL/BP_M16A2M203_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,10,2,m203_gl_redsmoke
M203A1 Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/C8A3_M203_UGL/BP_C8A3_M203_ET_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,,3,m203_gl_bluesmoke
M203A1 Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/C8A3_M203_UGL/BP_C8A3_M203_ET_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,,3,m203_gl_redsmoke
M203A1 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/C8A3_M203_UGL/BP_C8A3_M203_ET_UGL_Smoke,,,,,,,,,,76,30.0,1,,3,m203_gl_whitesmoke
M203A1 Smoke Marker Blue,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/C7A2_M203A1_UGL/BP_C7A2_M203A1_ET_UGL_Smoke_Blue,,,,,,,,,,76,35.0,1,20,1,m203_gl_bluesmoke
M203A1 Smoke Marker Red,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/C7A2_M203A1_UGL/BP_C7A2_M203A1_ET_UGL_Smoke_Red,,,,,,,,,,76,35.0,1,20,1,m203_gl_redsmoke
M203A1 Smoke Marker White,No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/C7A2_M203A1_UGL/BP_C7A2_M203A1_ET_UGL_Smoke,,,,,,,,,,76,35.0,1,20,1,m203_gl_whitesmoke
M320 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/M320/BP_M320_Smoke_White,,,,,,,,,,76,30.0,1,,1,T_m320_whitesmoke
MKE MGL White (Smoke),No suppression,semi,120,120,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/MGL_GL/BP_MGL_Smoke,,,,,,,,,,75,30.0,6,,1,T_mgl_whitesmoke
QLG-10 Smoke (Blue),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Blue_Proj2,GrenadeLaunchers/QBZ-95-1_QLG-10_UGL/BP_QBZ95-1_QLG-10_UGL_Smoke_Blue,,,,,,,,,,78,40.0,1,,2,qlg10_bluesmoke
QLG-10 Smoke (Red),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Red_Proj2,GrenadeLaunchers/QBZ-95-1_QLG-10_UGL/BP_QBZ95-1_QLG-10_UGL_Smoke_Red,,,,,,,,,,78,40.0,1,,2,qlg10_redsmoke
QLG-10 Smoke (White),No suppression,semi,652,652,,Projectile_SuppressionNone,no,BP_40MM_VOG_Smoke_Proj2,GrenadeLaunchers/QBZ-95-1_QLG-10_UGL/BP_QBZ95-1_QLG-10_UGL_Smoke,,,,,,,,,,78,40.0,1,,2,qlg10_whitesmoke
SL40 Smoke (Blue),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Blue_Proj2,GrenadeLaunchers/EF88SL40_UGL/BP_EF88_SL40_UGL_Smoke_Blue,,,,,,,,,,76,30.0,1,,1,T_sl40_gl_bluesmoke
SL40 Smoke (Red),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Red_Proj2,GrenadeLaunchers/EF88SL40_UGL/BP_EF88_SL40_UGL_Smoke_Red,,,,,,,,,,76,30.0,1,,1,T_sl40_gl_redsmoke
SL40 Smoke (White),No suppression,semi,750,750,,Projectile_SuppressionNone,no,BP_40MM_Smoke_Proj2,GrenadeLaunchers/EF88SL40_UGL/BP_EF88_SL40_UGL_Smoke,,,,,,,,,,76,30.0,1,,1,T_sl40_gl_whitesmoke
AK-101 PushCo + EXPS,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_EXPS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,2,T_AK101_HNA
AK-101 PushCo + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,1,T_AK101_Ironsights
AK-101 PushCo + T800 + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_T800_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,1,T_AK101_T800_Foregrip
AK-101 PushCo + TA31,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,1,T_AK101_M150
AK-101 PushCo + TA31 + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,1,T_AK101_M150_Foregrip
AK-12,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,4,T_ak12
AK-12 + 1P78,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12_1P78Picatinny,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12_1p78
AK-12 + 1P78 + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12_Foregrip_1P78Picatinny,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12_foregrip_1p78
AK-12 + 1P87,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12_Reddot,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,ak12_reddot
AK-12 + 1P87 + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12_Foregrip_Reddot,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12_foregrip_reddot
AK-12 + Foregrip,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12_foregrip
AK-12 GP-25,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12GP25_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12gp25
AK-12 GP-25 + 1P78,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12GP25_Rifle_1P78Picatinny,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12gp25_1p78
AK-12 GP-25 + 1P87,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK12GP25_Rifle_Reddot,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,880,4.0,,5,1,T_ak12gp25_reddot
AK-74,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,4,ak74
AK-74 + EXPS,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_EXPS_Pro,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74_exps
AK-74 + Extended Mag,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_45rnd,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,45,5,1,ak74_45rnd
AK-74 + Foregrip + Extended Mag,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_45rnd_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,45,5,1,ak74_45rnd_foregrip
AK-74 + Irons + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74
AK-74 + M68 CCO,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_M68_Pro,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74_m68
AK-74 + OKP-7,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_OKP7,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74_okp7
AK-74 + Yoloson,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74_Yoloson_Pro,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74_Yoloson
AK-74 GP-25,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74GP25_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74gp25
AK-74 GP-25 + 1P63,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74GP25_Rifle_1P63,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74mgp25_1p63
AK-74 GP-25 + 1P78,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74GP25_Rifle_1P78,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74mgp25_1p78
AK-74 GP-25 + EXPS,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74GP25_Rifle_EXPS_Pro,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74gp25_exps
AK-74M,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,7,ak74m
AK-74M + 1P63,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_1P63,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74m_1p63
AK-74M + 1P63 + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_1P63_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74m_1p63
AK-74M + 1P78,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_1P78,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,4,ak74m_1p78
AK-74M + 1P78 + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_1P78_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,3,ak74m_1p78
AK-74M + Irons + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74m
AK-74M + OKP-7,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74M_OKP7,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,ak74m_okp7
AK-74M GP-25,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74MGP25_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74gp25
AK-74M GP-25 + 1P63,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74MGP25_Rifle_1P63,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74mgp25_1p63
AK-74M GP-25 + 1P78,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AK74MGP25_Rifle_1P78,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,ak74mgp25_1p78
AK101 PushCo,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/AK101_PushCo/BP_AK101_PushCO_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,910,4.0,,5,1,T_AK101_Ironsights
AKM,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_AKM,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,3,akm
AKM + Drum Mag,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_AKM_Drummag,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,75,5,1,akm_drummag
AKM GP-25,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_AKMGP25_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,1,akmgp25
AKMS,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_AKMS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,3,akms
AKS-74,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,5,aks74
